rn,destSt,destNm,trDr,nextStaId,nextStpId,nextStaNm,prdt,arrT,flags,lat,lon,heading,resp_time,isApp,isDly
118,30077,Forest Park,5,40320,30063,Division,2/16/2023 9:37:51,2/16/2023 9:39:51,,41.90974,-87.67744,122,2/16/2023 9:38:18,0,0
120,30077,Forest Park,5,40320,30063,Division,2/16/2023 8:05:52,2/16/2023 8:07:52,,41.90974,-87.67744,122,2/16/2023 8:06:16,0,0
114,30077,Forest Park,5,40320,30063,Division,2/16/2023 8:13:27,2/16/2023 8:15:27,,41.90974,-87.67744,122,2/16/2023 8:14:14,0,0
206,0,UIC-Halsted,5,40320,30063,Division,2/16/2023 8:20:39,2/16/2023 8:22:39,,41.90974,-87.67744,122,2/16/2023 8:22:15,0,0
205,30077,Forest Park,5,40320,30063,Division,2/16/2023 8:34:56,2/16/2023 8:36:56,,41.90974,-87.67744,122,2/16/2023 8:36:14,0,0
212,30077,Forest Park,5,40320,30063,Division,2/16/2023 8:45:17,2/16/2023 8:47:17,,41.90974,-87.67744,122,2/16/2023 8:46:13,0,0
104,30077,Forest Park,5,40320,30063,Division,2/16/2023 8:57:53,2/16/2023 8:59:53,,41.90974,-87.67744,122,2/16/2023 8:58:14,0,0
130,0,UIC-Halsted,5,40320,30063,Division,2/16/2023 16:23:38,2/16/2023 16:25:38,,41.90974,-87.67744,122,2/16/2023 16:24:16,0,0
125,30077,Forest Park,5,40320,30063,Division,2/16/2023 16:35:55,2/16/2023 16:37:55,,41.90974,-87.67744,122,2/16/2023 16:36:15,0,0
131,30077,Forest Park,5,40320,30063,Division,2/16/2023 16:51:49,2/16/2023 16:53:49,,41.90974,-87.67744,122,2/16/2023 16:52:18,0,0
127,0,UIC-Halsted,5,40320,30063,Division,2/16/2023 17:03:27,2/16/2023 17:05:27,,41.90974,-87.67744,122,2/16/2023 17:04:14,0,0
123,30077,Forest Park,5,40320,30063,Division,2/16/2023 17:33:50,2/16/2023 17:35:50,,41.90974,-87.67744,122,2/16/2023 17:34:13,0,0
134,30077,Forest Park,5,40320,30063,Division,2/16/2023 17:49:36,2/16/2023 17:51:36,,41.90974,-87.67744,122,2/16/2023 17:50:17,0,0
200,30077,Forest Park,5,40320,30063,Division,2/15/2023 8:25:56,2/15/2023 8:26:56,,41.90336,-87.6665,123,2/15/2023 8:26:18,1,0
201,30077,Forest Park,5,40320,30063,Division,2/15/2023 8:52:16,2/15/2023 8:53:16,,41.90336,-87.6665,123,2/15/2023 8:52:21,1,0
100,30077,Forest Park,5,40320,30063,Division,2/16/2023 8:01:59,2/16/2023 8:02:59,,41.90336,-87.6665,123,2/16/2023 8:02:12,1,0
205,30077,Forest Park,5,40320,30063,Division,2/15/2023 8:19:55,2/15/2023 8:20:55,,41.90652,-87.67246,122,2/15/2023 8:20:19,1,0
120,30077,Forest Park,5,40320,30063,Division,2/16/2023 8:07:54,2/16/2023 8:08:54,,41.90446,-87.66844,108,2/16/2023 8:08:14,1,0
120,30077,Forest Park,5,40320,30063,Division,2/16/2023 16:09:58,2/16/2023 16:10:58,,41.90446,-87.66844,108,2/16/2023 16:10:14,1,0
114,30077,Forest Park,5,40320,30063,Division,2/15/2023 8:07:52,2/15/2023 8:08:52,,41.90846,-87.6755,122,2/15/2023 8:08:16,1,0
131,30077,Forest Park,5,40320,30063,Division,2/15/2023 16:35:55,2/15/2023 16:36:55,,41.90846,-87.6755,122,2/15/2023 16:36:19,1,0
214,30077,Forest Park,5,40320,30063,Division,2/16/2023 17:21:56,2/16/2023 17:22:56,,41.90846,-87.6755,122,2/16/2023 17:22:16,1,0
104,30077,Forest Park,5,40320,30063,Division,2/15/2023 8:29:52,2/15/2023 8:30:52,,41.90392,-87.66746,120,2/15/2023 8:30:20,1,0
118,30077,Forest Park,5,40320,30063,Division,2/16/2023 9:39:53,2/16/2023 9:40:53,,41.90392,-87.66746,120,2/16/2023 9:40:16,1,0
200,30077,Forest Park,5,40320,30063,Division,2/16/2023 8:29:51,2/16/2023 8:30:51,,41.90392,-87.66746,120,2/16/2023 8:30:15,1,0
104,30077,Forest Park,5,40320,30063,Division,2/16/2023 8:59:56,2/16/2023 9:00:56,,41.90392,-87.66746,120,2/16/2023 9:00:13,1,0
120,30077,Forest Park,5,40320,30063,Division,2/15/2023 7:59:52,2/15/2023 8:00:52,,41.90486,-87.66948,113,2/15/2023 8:00:22,1,0
218,30077,Forest Park,5,40320,30063,Division,2/15/2023 16:54:00,2/15/2023 16:55:00,,41.90486,-87.66948,113,2/15/2023 16:54:17,1,0
106,30077,Forest Park,5,40320,30063,Division,2/16/2023 9:53:56,2/16/2023 9:54:56,,41.90486,-87.66948,113,2/16/2023 9:54:17,1,0
115,30077,Forest Park,5,40320,30063,Division,2/15/2023 9:19:54,2/15/2023 9:20:54,,41.90774,-87.67438,122,2/15/2023 9:20:15,1,0
105,30077,Forest Park,5,40320,30063,Division,2/16/2023 9:13:50,2/16/2023 9:14:50,,41.90774,-87.67438,122,2/16/2023 9:14:16,1,0
209,30077,Forest Park,5,40320,30063,Division,2/15/2023 9:09:55,2/15/2023 9:10:55,,41.90531,-87.6705,115,2/15/2023 9:10:20,1,0
211,30077,Forest Park,5,40320,30063,Division,2/15/2023 9:11:53,2/15/2023 9:12:53,,41.90531,-87.6705,115,2/15/2023 9:12:18,1,0
214,30077,Forest Park,5,40320,30063,Division,2/15/2023 17:33:56,2/15/2023 17:34:56,,41.90531,-87.6705,115,2/15/2023 17:34:18,1,0
220,30077,Forest Park,5,40320,30063,Division,2/15/2023 17:53:54,2/15/2023 17:54:54,,41.90531,-87.6705,115,2/15/2023 17:54:18,1,0
120,30171,O'Hare,1,40350,30068,UIC-Halsted,2/15/2023 9:15:55,2/15/2023 9:16:55,,41.87588,-87.65755,92,2/15/2023 9:16:16,1,0
126,30171,O'Hare,1,40350,30068,UIC-Halsted,2/15/2023 17:29:51,2/15/2023 17:30:51,,41.87588,-87.65755,92,2/15/2023 17:30:16,1,0
120,30171,O'Hare,1,40350,30068,UIC-Halsted,2/15/2023 17:41:51,2/15/2023 17:42:51,,41.87588,-87.65755,92,2/15/2023 17:42:19,1,0
112,30171,O'Hare,1,40350,30068,UIC-Halsted,2/16/2023 9:17:51,2/16/2023 9:18:51,,41.87588,-87.65755,92,2/16/2023 9:18:17,1,0
111,30171,O'Hare,1,40350,30068,UIC-Halsted,2/16/2023 9:29:48,2/16/2023 9:30:48,,41.87588,-87.65755,92,2/16/2023 9:30:15,1,0
220,30171,O'Hare,1,40350,30068,UIC-Halsted,2/16/2023 16:05:54,2/16/2023 16:06:54,,41.87588,-87.65755,92,2/16/2023 16:06:14,1,0
221,30171,O'Hare,1,40350,30068,UIC-Halsted,2/16/2023 16:41:59,2/16/2023 16:42:59,,41.87588,-87.65755,92,2/16/2023 16:42:13,1,0
111,30171,O'Hare,1,40350,30068,UIC-Halsted,2/15/2023 9:17:31,2/15/2023 9:19:31,,41.87589,-87.65946,88,2/15/2023 9:18:15,0,0
211,30171,O'Hare,1,40350,30068,UIC-Halsted,2/15/2023 8:09:31,2/15/2023 8:11:31,,41.87589,-87.65946,88,2/15/2023 8:10:15,0,0
117,30171,O'Hare,1,40350,30068,UIC-Halsted,2/15/2023 8:13:50,2/15/2023 8:15:50,,41.87589,-87.65946,88,2/15/2023 8:14:16,0,0
115,30171,O'Hare,1,40350,30068,UIC-Halsted,2/15/2023 17:03:36,2/15/2023 17:05:36,,41.87589,-87.65946,88,2/15/2023 17:04:17,0,0
223,30171,O'Hare,1,40350,30068,UIC-Halsted,2/15/2023 17:19:22,2/15/2023 17:21:22,,41.87589,-87.65946,88,2/15/2023 17:20:18,0,0
108,30171,O'Hare,1,40350,30068,UIC-Halsted,2/16/2023 8:45:47,2/16/2023 8:47:47,,41.87589,-87.65946,88,2/16/2023 8:46:13,0,0
117,30171,O'Hare,1,40350,30068,UIC-Halsted,2/16/2023 16:19:23,2/16/2023 16:21:23,,41.87589,-87.65946,88,2/16/2023 16:20:19,0,0
117,30171,O'Hare,1,40350,30068,UIC-Halsted,2/16/2023 16:19:23,2/16/2023 16:21:23,,41.87589,-87.65946,88,2/16/2023 16:22:15,0,0
118,30171,O'Hare,1,40350,30068,UIC-Halsted,2/16/2023 16:29:28,2/16/2023 16:31:28,,41.87589,-87.65946,88,2/16/2023 16:30:17,0,0
119,30171,O'Hare,1,40350,30068,UIC-Halsted,2/16/2023 17:03:42,2/16/2023 17:05:42,,41.87589,-87.65946,88,2/16/2023 17:04:14,0,0
119,30171,O'Hare,1,40350,30068,UIC-Halsted,2/16/2023 17:03:42,2/16/2023 17:05:42,,41.87589,-87.65946,88,2/16/2023 17:06:15,0,0
223,30171,O'Hare,1,40350,30068,UIC-Halsted,2/16/2023 17:17:26,2/16/2023 17:19:26,,41.87589,-87.65946,88,2/16/2023 17:18:15,0,0
120,30171,O'Hare,1,40350,30068,UIC-Halsted,2/16/2023 17:57:47,2/16/2023 17:59:47,,41.87589,-87.65946,88,2/16/2023 17:58:21,0,0
203,30171,O'Hare,1,40350,30068,UIC-Halsted,2/15/2023 8:25:53,2/15/2023 8:26:53,,41.87547,-87.65183,93,2/15/2023 8:26:18,1,0
200,0,O'Hare,1,40350,30068,UIC-Halsted,2/16/2023 8:52:59,2/16/2023 8:53:59,,41.8756,-87.65373,93,2/16/2023 8:54:16,1,0
200,0,O'Hare,1,40350,30068,UIC-Halsted,2/16/2023 8:52:59,2/16/2023 8:53:59,,41.8756,-87.65373,93,2/16/2023 8:56:15,1,0
240,30077,Forest Park,1,40350,30068,UIC-Halsted,2/15/2023 8:59:36,2/15/2023 9:00:36,,41.87551,-87.64971,87,2/15/2023 9:02:18,1,0
240,30077,Forest Park,1,40350,30068,UIC-Halsted,2/15/2023 8:59:36,2/15/2023 9:00:36,,41.87551,-87.64971,87,2/15/2023 9:04:17,1,1
202,30171,O'Hare,1,40350,30068,UIC-Halsted,2/15/2023 9:31:42,2/15/2023 9:32:42,,41.87551,-87.64971,87,2/15/2023 9:32:20,1,0
114,30171,O'Hare,1,40350,30068,UIC-Halsted,2/15/2023 9:47:52,2/15/2023 9:48:52,,41.87551,-87.64971,87,2/15/2023 9:48:16,1,0
100,30077,Forest Park,1,40350,30068,UIC-Halsted,2/15/2023 8:21:46,2/15/2023 8:22:46,,41.87551,-87.64971,87,2/15/2023 8:22:17,1,0
107,30171,O'Hare,1,40350,30068,UIC-Halsted,2/15/2023 8:33:57,2/15/2023 8:34:57,,41.87551,-87.64971,87,2/15/2023 8:34:17,1,0
200,30077,Forest Park,1,40350,30068,UIC-Halsted,2/15/2023 8:49:50,2/15/2023 8:50:50,,41.87551,-87.64971,87,2/15/2023 8:50:17,1,0
200,30077,Forest Park,1,40350,30068,UIC-Halsted,2/15/2023 8:49:50,2/15/2023 8:50:50,,41.87551,-87.64971,87,2/15/2023 8:52:21,1,0
112,30171,O'Hare,1,40350,30068,UIC-Halsted,2/15/2023 8:59:55,2/15/2023 9:00:55,,41.87551,-87.64971,87,2/15/2023 9:00:17,1,0
240,30077,Forest Park,1,40350,30068,UIC-Halsted,2/15/2023 8:59:36,2/15/2023 9:00:36,,41.87551,-87.64971,87,2/15/2023 9:00:17,1,0
224,30171,O'Hare,1,40350,30068,UIC-Halsted,2/15/2023 17:55:55,2/15/2023 17:56:55,,41.87551,-87.64971,87,2/15/2023 17:56:19,1,0
220,30171,O'Hare,1,40350,30068,UIC-Halsted,2/15/2023 16:05:55,2/15/2023 16:06:55,,41.87551,-87.64971,87,2/15/2023 16:06:16,1,0
118,30171,O'Hare,1,40350,30068,UIC-Halsted,2/15/2023 16:27:53,2/15/2023 16:28:53,,41.87551,-87.64971,87,2/15/2023 16:28:15,1,0
222,30171,O'Hare,1,40350,30068,UIC-Halsted,2/15/2023 16:41:51,2/15/2023 16:42:51,,41.87551,-87.64971,87,2/15/2023 16:42:17,1,0
119,30171,O'Hare,1,40350,30068,UIC-Halsted,2/16/2023 9:05:58,2/16/2023 9:06:58,,41.87551,-87.64971,87,2/16/2023 9:06:14,1,0
117,30171,O'Hare,1,40350,30068,UIC-Halsted,2/16/2023 8:11:53,2/16/2023 8:12:53,,41.87551,-87.64971,87,2/16/2023 8:12:11,1,0
100,30077,Forest Park,1,40350,30068,UIC-Halsted,2/16/2023 8:23:21,2/16/2023 8:24:21,,41.87551,-87.64971,87,2/16/2023 8:24:15,1,0
100,30077,Forest Park,1,40350,30068,UIC-Halsted,2/16/2023 8:23:21,2/16/2023 8:24:21,,41.87551,-87.64971,87,2/16/2023 8:26:15,1,0
100,30077,Forest Park,1,40350,30068,UIC-Halsted,2/16/2023 8:23:21,2/16/2023 8:24:21,,41.87551,-87.64971,87,2/16/2023 8:28:15,1,1
200,30077,Forest Park,1,40350,30068,UIC-Halsted,2/16/2023 8:47:51,2/16/2023 8:48:51,,41.87551,-87.64971,87,2/16/2023 8:48:17,1,0
200,30077,Forest Park,1,40350,30068,UIC-Halsted,2/16/2023 8:47:51,2/16/2023 8:48:51,,41.87551,-87.64971,87,2/16/2023 8:50:16,1,0
200,30077,Forest Park,1,40350,30068,UIC-Halsted,2/16/2023 8:47:51,2/16/2023 8:48:51,,41.87551,-87.64971,87,2/16/2023 8:52:12,1,1
215,30171,O'Hare,1,40350,30068,UIC-Halsted,2/16/2023 16:53:53,2/16/2023 16:54:53,,41.87551,-87.64971,87,2/16/2023 16:54:13,1,0
126,30171,O'Hare,1,40350,30068,UIC-Halsted,2/16/2023 17:31:43,2/16/2023 17:32:43,,41.87551,-87.64971,87,2/16/2023 17:32:17,1,0
217,30171,O'Hare,1,40350,30068,UIC-Halsted,2/15/2023 16:51:54,2/15/2023 16:52:54,,41.87547,-87.65077,89,2/15/2023 16:52:18,1,0
120,30171,O'Hare,1,40350,30068,UIC-Halsted,2/16/2023 9:45:55,2/16/2023 9:46:55,,41.87547,-87.65077,89,2/16/2023 9:46:17,1,0
203,30171,O'Hare,1,40350,30068,UIC-Halsted,2/16/2023 8:27:59,2/16/2023 8:28:59,,41.87547,-87.65077,89,2/16/2023 8:28:15,1,0
100,0,O'Hare,1,40350,30068,UIC-Halsted,2/16/2023 8:29:41,2/16/2023 8:30:41,,41.87547,-87.65077,89,2/16/2023 8:30:15,1,0
128,30171,O'Hare,1,40350,30068,UIC-Halsted,2/16/2023 16:15:57,2/16/2023 16:16:57,,41.87547,-87.65077,89,2/16/2023 16:16:15,1,0
209,30077,Forest Park,5,40350,30069,UIC-Halsted,2/15/2023 9:27:56,2/15/2023 9:28:56,,41.87551,-87.64244,270,2/15/2023 9:28:16,1,0
211,30077,Forest Park,5,40350,30069,UIC-Halsted,2/15/2023 9:29:54,2/15/2023 9:30:54,,41.87551,-87.64244,270,2/15/2023 9:30:18,1,0
120,30077,Forest Park,5,40350,30069,UIC-Halsted,2/15/2023 8:16:18,2/15/2023 8:17:18,,41.87551,-87.64244,270,2/15/2023 8:18:16,1,0
120,30077,Forest Park,5,40350,30069,UIC-Halsted,2/15/2023 8:16:18,2/15/2023 8:17:18,,41.87551,-87.64244,270,2/15/2023 8:20:19,1,0
218,30077,Forest Park,5,40350,30069,UIC-Halsted,2/15/2023 17:09:39,2/15/2023 17:10:39,,41.87551,-87.64244,270,2/15/2023 17:10:17,1,0
214,30077,Forest Park,5,40350,30069,UIC-Halsted,2/15/2023 17:47:29,2/15/2023 17:48:29,,41.87551,-87.64244,270,2/15/2023 17:48:16,1,0
120,30077,Forest Park,5,40350,30069,UIC-Halsted,2/15/2023 16:11:56,2/15/2023 16:12:56,,41.87551,-87.64244,270,2/15/2023 16:12:18,1,0
131,30077,Forest Park,5,40350,30069,UIC-Halsted,2/15/2023 16:51:38,2/15/2023 16:52:38,,41.87551,-87.64244,270,2/15/2023 16:52:18,1,0
212,30077,Forest Park,5,40350,30069,UIC-Halsted,2/16/2023 9:01:50,2/16/2023 9:02:50,,41.87551,-87.64244,270,2/16/2023 9:02:13,1,0
105,30077,Forest Park,5,40350,30069,UIC-Halsted,2/16/2023 9:29:42,2/16/2023 9:30:42,,41.87551,-87.64244,270,2/16/2023 9:30:15,1,0
209,30077,Forest Park,5,40350,30069,UIC-Halsted,2/16/2023 9:37:57,2/16/2023 9:38:57,,41.87551,-87.64244,270,2/16/2023 9:38:18,1,0
102,30077,Forest Park,5,40350,30069,UIC-Halsted,2/16/2023 8:06:26,2/16/2023 8:07:26,,41.87551,-87.64244,270,2/16/2023 8:08:14,1,0
112,30077,Forest Park,5,40350,30069,UIC-Halsted,2/16/2023 8:13:44,2/16/2023 8:14:44,,41.87551,-87.64244,270,2/16/2023 8:14:14,1,0
120,30077,Forest Park,5,40350,30069,UIC-Halsted,2/16/2023 8:21:05,2/16/2023 8:22:05,,41.87551,-87.64244,270,2/16/2023 8:22:15,1,0
205,30077,Forest Park,5,40350,30069,UIC-Halsted,2/16/2023 8:51:47,2/16/2023 8:52:47,,41.87551,-87.64244,270,2/16/2023 8:52:12,1,0
208,30077,Forest Park,5,40350,30069,UIC-Halsted,2/16/2023 16:13:34,2/16/2023 16:14:34,,41.87551,-87.64244,270,2/16/2023 16:14:15,1,0
125,30077,Forest Park,5,40350,30069,UIC-Halsted,2/16/2023 16:53:17,2/16/2023 16:54:17,,41.87551,-87.64244,270,2/16/2023 16:54:13,1,0
131,30077,Forest Park,5,40350,30069,UIC-Halsted,2/16/2023 17:09:26,2/16/2023 17:10:26,,41.87551,-87.64244,270,2/16/2023 17:10:16,1,0
123,30077,Forest Park,5,40350,30069,UIC-Halsted,2/16/2023 17:49:44,2/16/2023 17:50:44,,41.87551,-87.64244,270,2/16/2023 17:50:17,1,0
120,30077,Forest Park,5,40350,30069,UIC-Halsted,2/15/2023 8:21:59,2/15/2023 8:22:59,,41.87552,-87.64389,270,2/15/2023 8:22:17,1,0
200,30077,Forest Park,5,40350,30069,UIC-Halsted,2/16/2023 8:43:50,2/16/2023 8:44:50,,41.87552,-87.64389,270,2/16/2023 8:44:15,1,0
130,0,UIC-Halsted,5,40350,30069,UIC-Halsted,2/16/2023 16:41:52,2/16/2023 16:42:52,,41.87552,-87.64389,270,2/16/2023 16:42:13,1,0
214,30077,Forest Park,5,40350,30069,UIC-Halsted,2/16/2023 17:37:59,2/16/2023 17:38:59,,41.87552,-87.64389,270,2/16/2023 17:38:14,1,0
201,30077,Forest Park,5,40350,30069,UIC-Halsted,2/15/2023 9:07:49,2/15/2023 9:08:49,,41.87552,-87.64535,270,2/15/2023 9:08:18,1,0
112,30077,Forest Park,5,40350,30069,UIC-Halsted,2/15/2023 7:59:47,2/15/2023 8:00:47,,41.87552,-87.64535,270,2/15/2023 8:00:22,1,0
200,30077,Forest Park,5,40350,30069,UIC-Halsted,2/15/2023 8:43:49,2/15/2023 8:44:49,,41.87552,-87.64535,270,2/15/2023 8:44:18,1,0
213,30077,Forest Park,5,40350,30069,UIC-Halsted,2/15/2023 17:19:55,2/15/2023 17:20:55,,41.87552,-87.64535,270,2/15/2023 17:20:18,1,0
129,30077,Forest Park,5,40350,30069,UIC-Halsted,2/15/2023 16:23:56,2/15/2023 16:24:56,,41.87552,-87.64535,270,2/15/2023 16:24:16,1,0
131,30077,Forest Park,5,40350,30069,UIC-Halsted,2/16/2023 17:11:57,2/16/2023 17:12:57,,41.87552,-87.64535,270,2/16/2023 17:12:17,1,0
115,30077,Forest Park,5,40350,30069,UIC-Halsted,2/15/2023 9:35:35,2/15/2023 9:36:35,,41.87552,-87.6468,270,2/15/2023 9:36:18,1,0
100,30077,Forest Park,5,40350,30069,UIC-Halsted,2/15/2023 8:13:34,2/15/2023 8:14:34,,41.87552,-87.6468,270,2/15/2023 8:14:16,1,0
104,30077,Forest Park,5,40350,30069,UIC-Halsted,2/15/2023 8:45:38,2/15/2023 8:46:38,,41.87552,-87.6468,270,2/15/2023 8:46:18,1,0
104,30077,Forest Park,5,40350,30069,UIC-Halsted,2/15/2023 8:45:38,2/15/2023 8:46:38,,41.87552,-87.6468,270,2/15/2023 8:48:18,1,0
104,30077,Forest Park,5,40350,30069,UIC-Halsted,2/15/2023 8:45:38,2/15/2023 8:46:38,,41.87552,-87.6468,270,2/15/2023 8:50:17,1,1
240,30077,Forest Park,5,40350,30069,UIC-Halsted,2/15/2023 8:52:19,2/15/2023 8:53:19,,41.87552,-87.6468,270,2/15/2023 8:52:21,1,0
122,30077,Forest Park,5,40350,30069,UIC-Halsted,2/15/2023 17:43:41,2/15/2023 17:44:41,,41.87552,-87.6468,270,2/15/2023 17:44:18,1,0
130,30077,Forest Park,5,40350,30069,UIC-Halsted,2/15/2023 16:35:53,2/15/2023 16:36:53,,41.87552,-87.6468,270,2/15/2023 16:36:19,1,0
104,30077,Forest Park,5,40350,30069,UIC-Halsted,2/16/2023 9:15:41,2/16/2023 9:16:41,,41.87552,-87.6468,270,2/16/2023 9:16:17,1,0
111,30077,Forest Park,5,40350,30069,UIC-Halsted,2/16/2023 8:05:54,2/16/2023 8:06:54,,41.87552,-87.6468,270,2/16/2023 8:06:16,1,0
120,30077,Forest Park,5,40350,30069,UIC-Halsted,2/16/2023 8:23:50,2/16/2023 8:24:50,,41.87552,-87.6468,270,2/16/2023 8:24:15,1,0
120,30077,Forest Park,5,40350,30069,UIC-Halsted,2/16/2023 16:23:52,2/16/2023 16:24:52,,41.87552,-87.6468,270,2/16/2023 16:24:16,1,0
211,30077,Forest Park,5,40350,30069,UIC-Halsted,2/15/2023 9:31:54,2/15/2023 9:32:54,,41.87552,-87.64825,269,2/15/2023 9:32:20,1,0
106,30077,Forest Park,5,40350,30069,UIC-Halsted,2/15/2023 9:47:42,2/15/2023 9:48:42,,41.87552,-87.64825,269,2/15/2023 9:48:16,1,0
114,30077,Forest Park,5,40350,30069,UIC-Halsted,2/15/2023 8:25:41,2/15/2023 8:26:41,,41.87552,-87.64825,269,2/15/2023 8:26:18,1,0
122,30077,Forest Park,5,40350,30069,UIC-Halsted,2/15/2023 8:59:57,2/15/2023 9:00:57,,41.87552,-87.64825,269,2/15/2023 9:00:17,1,0
118,30077,Forest Park,5,40350,30069,UIC-Halsted,2/16/2023 9:55:58,2/16/2023 9:56:58,,41.87552,-87.64825,269,2/16/2023 9:56:16,1,0
206,0,UIC-Halsted,5,40350,30069,UIC-Halsted,2/16/2023 8:39:45,2/16/2023 8:40:45,,41.87552,-87.64825,269,2/16/2023 8:40:12,1,0
127,0,UIC-Halsted,5,40350,30069,UIC-Halsted,2/16/2023 17:21:49,2/16/2023 17:22:49,,41.87552,-87.64825,269,2/16/2023 17:22:16,1,0
120,30077,Forest Park,5,40350,30069,UIC-Halsted,2/15/2023 8:14:22,2/15/2023 8:16:22,,41.87554,-87.64098,268,2/15/2023 8:16:18,0,0
114,30077,Forest Park,5,40350,30069,UIC-Halsted,2/15/2023 8:23:58,2/15/2023 8:25:58,,41.87554,-87.64098,268,2/15/2023 8:24:17,0,0
122,30077,Forest Park,5,40350,30069,UIC-Halsted,2/15/2023 8:57:50,2/15/2023 8:58:50,,41.87554,-87.64098,268,2/15/2023 8:58:17,1,0
100,30077,Forest Park,5,40350,30069,UIC-Halsted,2/16/2023 8:17:54,2/16/2023 8:19:54,,41.87554,-87.64098,268,2/16/2023 8:18:14,0,0
114,30077,Forest Park,5,40350,30069,UIC-Halsted,2/16/2023 8:29:57,2/16/2023 8:30:57,,41.87554,-87.64098,268,2/16/2023 8:30:15,1,0
240,0,O'Hare,1,40370,30072,Washington,2/15/2023 9:15:59,2/15/2023 9:16:59,,41.87881,-87.62932,358,2/15/2023 9:16:16,1,0
130,30171,O'Hare,1,40370,30072,Washington,2/16/2023 17:07:56,2/16/2023 17:08:56,,41.87881,-87.62932,358,2/16/2023 17:08:15,1,0
217,30171,O'Hare,1,40370,30072,Washington,2/15/2023 16:57:57,2/15/2023 16:58:57,,41.87944,-87.62934,358,2/15/2023 16:58:17,1,0
203,30171,O'Hare,1,40370,30072,Washington,2/16/2023 8:33:56,2/16/2023 8:34:56,,41.87944,-87.62934,358,2/16/2023 8:34:13,1,0
215,30171,O'Hare,1,40370,30072,Washington,2/16/2023 16:59:59,2/16/2023 17:00:59,,41.87944,-87.62934,358,2/16/2023 17:00:15,1,0
114,30171,O'Hare,1,40370,30072,Washington,2/15/2023 9:53:59,2/15/2023 9:54:59,,41.88007,-87.62936,358,2/15/2023 9:54:14,1,0
126,30171,O'Hare,1,40370,30072,Washington,2/16/2023 17:39:57,2/16/2023 17:40:57,,41.88007,-87.62936,358,2/16/2023 17:40:14,1,0
224,30171,O'Hare,1,40370,30072,Washington,2/16/2023 17:53:57,2/16/2023 17:54:57,,41.88007,-87.62936,358,2/16/2023 17:54:20,1,0
112,30171,O'Hare,1,40370,30072,Washington,2/15/2023 9:05:31,2/15/2023 9:06:31,,41.8807,-87.62938,358,2/15/2023 9:06:18,1,0
111,30171,O'Hare,1,40370,30072,Washington,2/15/2023 9:25:43,2/15/2023 9:26:43,,41.8807,-87.62938,358,2/15/2023 9:26:18,1,0
202,30171,O'Hare,1,40370,30072,Washington,2/15/2023 9:37:58,2/15/2023 9:38:58,,41.8807,-87.62938,358,2/15/2023 9:38:16,1,0
203,30171,O'Hare,1,40370,30072,Washington,2/15/2023 8:31:30,2/15/2023 8:32:30,,41.8807,-87.62938,358,2/15/2023 8:32:17,1,0
107,30171,O'Hare,1,40370,30072,Washington,2/15/2023 8:41:26,2/15/2023 8:42:26,,41.8807,-87.62938,358,2/15/2023 8:42:17,1,0
115,30171,O'Hare,1,40370,30072,Washington,2/15/2023 17:11:25,2/15/2023 17:12:25,,41.8807,-87.62938,358,2/15/2023 17:12:17,1,0
223,30171,O'Hare,1,40370,30072,Washington,2/15/2023 17:27:18,2/15/2023 17:28:18,,41.8807,-87.62938,358,2/15/2023 17:28:18,1,0
114,30171,O'Hare,1,40370,30072,Washington,2/15/2023 16:05:18,2/15/2023 16:06:18,,41.8807,-87.62938,358,2/15/2023 16:06:16,1,0
220,30171,O'Hare,1,40370,30072,Washington,2/15/2023 16:11:56,2/15/2023 16:12:56,,41.8807,-87.62938,358,2/15/2023 16:12:18,1,0
221,30171,O'Hare,1,40370,30072,Washington,2/15/2023 16:21:26,2/15/2023 16:22:26,,41.8807,-87.62938,358,2/15/2023 16:22:18,1,0
112,30171,O'Hare,1,40370,30072,Washington,2/16/2023 9:23:56,2/16/2023 9:24:56,,41.8807,-87.62938,358,2/16/2023 9:24:17,1,0
106,30171,O'Hare,1,40370,30072,Washington,2/16/2023 8:09:24,2/16/2023 8:10:24,,41.8807,-87.62938,358,2/16/2023 8:10:16,1,0
117,30171,O'Hare,1,40370,30072,Washington,2/16/2023 8:17:21,2/16/2023 8:18:21,,41.8807,-87.62938,358,2/16/2023 8:18:14,1,0
114,30171,O'Hare,1,40370,30072,Washington,2/16/2023 16:05:05,2/16/2023 16:06:05,,41.8807,-87.62938,358,2/16/2023 16:06:14,1,0
117,30171,O'Hare,1,40370,30072,Washington,2/16/2023 16:29:41,2/16/2023 16:30:41,,41.8807,-87.62938,358,2/16/2023 16:30:17,1,0
119,30171,O'Hare,1,40370,30072,Washington,2/16/2023 17:13:46,2/16/2023 17:14:46,,41.8807,-87.62938,358,2/16/2023 17:14:16,1,0
223,30171,O'Hare,1,40370,30072,Washington,2/16/2023 17:25:17,2/16/2023 17:26:17,,41.8807,-87.62938,358,2/16/2023 17:26:14,1,0
200,30171,O'Hare,1,40370,30072,Washington,2/15/2023 8:59:59,2/15/2023 9:00:59,,41.88152,-87.6294,358,2/15/2023 9:00:17,1,0
118,30171,O'Hare,1,40370,30072,Washington,2/15/2023 16:35:54,2/15/2023 16:36:54,,41.88152,-87.6294,358,2/15/2023 16:36:19,1,0
