rn,destSt,destNm,trDr,nextStaId,nextStpId,nextStaNm,prdt,arrT,flags,lat,lon,heading,resp_time,isApp,isDly
201,30171,O'Hare,1,40010,30001,Austin,2/15/2023 9:51:27,2/15/2023 9:52:27,,41.87147,-87.78443,95,2/15/2023 9:52:14,1,0
112,30171,O'Hare,1,40010,30001,Austin,2/15/2023 8:35:32,2/15/2023 8:36:32,,41.87147,-87.78443,95,2/15/2023 8:36:19,1,0
131,30171,O'Hare,1,40010,30001,Austin,2/15/2023 17:57:42,2/15/2023 17:58:42,,41.87147,-87.78443,95,2/15/2023 17:58:17,1,0
222,30171,O'Hare,1,40010,30001,Austin,2/15/2023 16:15:35,2/15/2023 16:16:35,,41.87147,-87.78443,95,2/15/2023 16:16:18,1,0
120,30171,O'Hare,1,40010,30001,Austin,2/16/2023 9:21:55,2/16/2023 9:22:55,,41.87147,-87.78443,95,2/16/2023 9:22:15,1,0
108,30171,O'Hare,1,40010,30001,Austin,2/16/2023 8:23:47,2/16/2023 8:24:47,,41.87147,-87.78443,95,2/16/2023 8:24:15,1,0
126,30171,O'Hare,1,40010,30001,Austin,2/16/2023 17:07:42,2/16/2023 17:08:42,,41.87147,-87.78443,95,2/16/2023 17:08:15,1,0
114,30171,O'Hare,1,40010,30001,Austin,2/15/2023 9:19:50,2/15/2023 9:21:50,,41.87188,-87.78905,95,2/15/2023 9:20:15,0,0
122,30171,O'Hare,1,40010,30001,Austin,2/15/2023 9:35:57,2/15/2023 9:37:57,,41.87188,-87.78905,95,2/15/2023 9:36:18,0,0
224,30171,O'Hare,1,40010,30001,Austin,2/15/2023 17:29:42,2/15/2023 17:31:42,,41.87188,-87.78905,95,2/15/2023 17:30:16,0,0
129,30171,O'Hare,1,40010,30001,Austin,2/15/2023 17:41:44,2/15/2023 17:43:44,,41.87188,-87.78905,95,2/15/2023 17:42:19,0,0
223,30171,O'Hare,1,40010,30001,Austin,2/15/2023 16:55:29,2/15/2023 16:57:29,,41.87188,-87.78905,95,2/15/2023 16:56:18,0,0
114,30171,O'Hare,1,40010,30001,Austin,2/16/2023 9:35:22,2/16/2023 9:37:22,,41.87188,-87.78905,95,2/16/2023 9:36:15,0,0
201,30171,O'Hare,1,40010,30001,Austin,2/16/2023 9:51:44,2/16/2023 9:53:44,,41.87188,-87.78905,95,2/16/2023 9:52:15,0,0
203,30171,O'Hare,1,40010,30001,Austin,2/16/2023 8:01:55,2/16/2023 8:03:55,,41.87188,-87.78905,95,2/16/2023 8:02:12,0,0
107,30171,O'Hare,1,40010,30001,Austin,2/16/2023 8:11:23,2/16/2023 8:13:23,,41.87188,-87.78905,95,2/16/2023 8:12:11,0,0
119,30171,O'Hare,1,40010,30001,Austin,2/16/2023 8:41:38,2/16/2023 8:43:38,,41.87188,-87.78905,95,2/16/2023 8:42:11,0,0
112,30171,O'Hare,1,40010,30001,Austin,2/16/2023 8:53:42,2/16/2023 8:55:42,,41.87188,-87.78905,95,2/16/2023 8:54:16,0,0
118,30171,O'Hare,1,40010,30001,Austin,2/16/2023 16:05:48,2/16/2023 16:07:48,,41.87188,-87.78905,95,2/16/2023 16:06:14,0,0
221,30171,O'Hare,1,40010,30001,Austin,2/16/2023 16:17:46,2/16/2023 16:19:46,,41.87188,-87.78905,95,2/16/2023 16:18:15,0,0
223,30171,O'Hare,1,40010,30001,Austin,2/16/2023 16:53:20,2/16/2023 16:55:20,,41.87188,-87.78905,95,2/16/2023 16:54:13,0,0
122,30171,O'Hare,1,40010,30001,Austin,2/16/2023 17:49:22,2/16/2023 17:51:22,,41.87188,-87.78905,95,2/16/2023 17:50:17,0,0
224,30171,O'Hare,1,40010,30001,Austin,2/15/2023 17:31:52,2/15/2023 17:32:52,,41.87109,-87.77971,94,2/15/2023 17:32:16,1,0
129,30171,O'Hare,1,40010,30001,Austin,2/15/2023 17:43:59,2/15/2023 17:44:59,,41.87109,-87.77971,94,2/15/2023 17:44:18,1,0
114,30171,O'Hare,1,40010,30001,Austin,2/16/2023 9:37:53,2/16/2023 9:38:53,,41.87109,-87.77971,94,2/16/2023 9:38:18,1,0
201,30171,O'Hare,1,40010,30001,Austin,2/16/2023 9:53:57,2/16/2023 9:54:57,,41.87109,-87.77971,94,2/16/2023 9:54:17,1,0
119,30171,O'Hare,1,40010,30001,Austin,2/16/2023 8:43:51,2/16/2023 8:44:51,,41.87109,-87.77971,94,2/16/2023 8:44:15,1,0
119,30171,O'Hare,1,40010,30001,Austin,2/16/2023 16:43:59,2/16/2023 16:44:59,,41.87109,-87.77971,94,2/16/2023 16:44:13,1,0
133,30171,O'Hare,1,40010,30001,Austin,2/14/2023 1:06:58,2/14/2023 1:07:58,,41.87166,-87.78649,95,2/14/2023 1:07:02,1,0
203,30171,O'Hare,1,40010,30001,Austin,2/15/2023 8:01:47,2/15/2023 8:02:47,,41.87166,-87.78649,95,2/15/2023 8:02:16,1,0
108,30171,O'Hare,1,40010,30001,Austin,2/15/2023 8:21:38,2/15/2023 8:22:38,,41.87166,-87.78649,95,2/15/2023 8:22:17,1,0
120,30171,O'Hare,1,40010,30001,Austin,2/15/2023 8:41:35,2/15/2023 8:42:35,,41.87166,-87.78649,95,2/15/2023 8:42:17,1,0
111,30171,O'Hare,1,40010,30001,Austin,2/15/2023 8:52:09,2/15/2023 8:53:09,,41.87166,-87.78649,95,2/15/2023 8:52:21,1,0
126,30171,O'Hare,1,40010,30001,Austin,2/15/2023 17:05:37,2/15/2023 17:07:37,,41.87166,-87.78649,95,2/15/2023 17:06:19,0,0
120,30171,O'Hare,1,40010,30001,Austin,2/15/2023 17:17:32,2/15/2023 17:19:32,,41.87166,-87.78649,95,2/15/2023 17:18:17,0,0
217,30171,O'Hare,1,40010,30001,Austin,2/15/2023 16:25:43,2/15/2023 16:26:43,,41.87166,-87.78649,95,2/15/2023 16:26:17,1,0
115,30171,O'Hare,1,40010,30001,Austin,2/15/2023 16:39:46,2/15/2023 16:40:46,,41.87166,-87.78649,95,2/15/2023 16:40:13,1,0
111,30171,O'Hare,1,40010,30001,Austin,2/16/2023 9:05:49,2/16/2023 9:07:49,,41.87166,-87.78649,95,2/16/2023 9:06:14,0,0
215,30171,O'Hare,1,40010,30001,Austin,2/16/2023 16:29:55,2/16/2023 16:31:55,,41.87166,-87.78649,95,2/16/2023 16:30:17,0,0
224,30171,O'Hare,1,40010,30001,Austin,2/16/2023 17:21:42,2/16/2023 17:23:42,,41.87166,-87.78649,95,2/16/2023 17:22:16,0,0
120,30171,O'Hare,1,40010,30001,Austin,2/16/2023 17:35:53,2/16/2023 17:37:53,,41.87166,-87.78649,95,2/16/2023 17:36:17,0,0
223,30171,O'Hare,1,40010,30001,Austin,2/15/2023 16:57:55,2/15/2023 16:58:55,,41.87106,-87.77931,94,2/15/2023 16:58:17,1,0
223,30171,O'Hare,1,40010,30001,Austin,2/16/2023 16:55:50,2/16/2023 16:56:50,,41.87106,-87.77931,94,2/16/2023 16:56:16,1,0
122,30171,O'Hare,1,40010,30001,Austin,2/16/2023 17:51:46,2/16/2023 17:52:46,,41.87106,-87.77931,94,2/16/2023 17:52:18,1,0
202,30171,O'Hare,1,40010,30001,Austin,2/15/2023 9:07:54,2/15/2023 9:08:54,,41.87121,-87.78134,94,2/15/2023 9:08:18,1,0
114,30171,O'Hare,1,40010,30001,Austin,2/15/2023 9:21:42,2/15/2023 9:22:42,,41.87121,-87.78134,94,2/15/2023 9:22:19,1,0
122,30171,O'Hare,1,40010,30001,Austin,2/15/2023 9:37:42,2/15/2023 9:38:42,,41.87121,-87.78134,94,2/15/2023 9:38:16,1,0
107,30171,O'Hare,1,40010,30001,Austin,2/15/2023 8:11:58,2/15/2023 8:12:58,,41.87121,-87.78134,94,2/15/2023 8:12:18,1,0
203,30171,O'Hare,1,40010,30001,Austin,2/16/2023 8:03:46,2/16/2023 8:04:46,,41.87121,-87.78134,94,2/16/2023 8:04:16,1,0
112,30171,O'Hare,1,40010,30001,Austin,2/16/2023 8:55:35,2/16/2023 8:56:35,,41.87121,-87.78134,94,2/16/2023 8:56:15,1,0
118,30171,O'Hare,1,40010,30001,Austin,2/16/2023 16:07:37,2/16/2023 16:08:37,,41.87121,-87.78134,94,2/16/2023 16:08:12,1,0
221,30171,O'Hare,1,40010,30001,Austin,2/16/2023 16:19:33,2/16/2023 16:20:33,,41.87121,-87.78134,94,2/16/2023 16:20:19,1,0
202,30171,O'Hare,1,40010,30001,Austin,2/15/2023 9:05:17,2/15/2023 9:07:17,,41.87211,-87.7916,95,2/15/2023 9:06:18,0,0
201,30171,O'Hare,1,40010,30001,Austin,2/15/2023 9:49:19,2/15/2023 9:51:19,,41.87211,-87.7916,95,2/15/2023 9:50:17,0,0
107,30171,O'Hare,1,40010,30001,Austin,2/15/2023 8:09:26,2/15/2023 8:11:26,,41.87211,-87.7916,95,2/15/2023 8:10:15,0,0
112,30171,O'Hare,1,40010,30001,Austin,2/15/2023 8:29:46,2/15/2023 8:31:46,,41.87211,-87.7916,95,2/15/2023 8:30:20,0,0
112,30171,O'Hare,1,40010,30001,Austin,2/15/2023 8:29:46,2/15/2023 8:31:46,,41.87211,-87.7916,95,2/15/2023 8:32:17,0,0
112,30171,O'Hare,1,40010,30001,Austin,2/15/2023 8:29:46,2/15/2023 8:31:46,,41.87211,-87.7916,95,2/15/2023 8:34:17,0,1
120,30171,O'Hare,1,40010,30001,Austin,2/15/2023 8:39:36,2/15/2023 8:41:36,,41.87211,-87.7916,95,2/15/2023 8:40:19,0,0
131,30171,O'Hare,1,40010,30001,Austin,2/15/2023 17:55:45,2/15/2023 17:57:45,,41.87211,-87.7916,95,2/15/2023 17:56:19,0,0
222,30171,O'Hare,1,40010,30001,Austin,2/15/2023 16:13:21,2/15/2023 16:15:21,,41.87211,-87.7916,95,2/15/2023 16:14:13,0,0
120,30171,O'Hare,1,40010,30001,Austin,2/16/2023 9:19:35,2/16/2023 9:22:35,,41.87211,-87.7916,95,2/16/2023 9:20:17,0,0
108,30171,O'Hare,1,40010,30001,Austin,2/16/2023 8:21:42,2/16/2023 8:24:42,,41.87211,-87.7916,95,2/16/2023 8:22:15,0,0
119,30171,O'Hare,1,40010,30001,Austin,2/16/2023 16:41:13,2/16/2023 16:44:13,,41.87211,-87.7916,95,2/16/2023 16:42:13,0,0
126,30171,O'Hare,1,40010,30001,Austin,2/16/2023 17:05:37,2/16/2023 17:07:37,,41.87211,-87.7916,95,2/16/2023 17:06:15,0,0
104,30077,Forest Park,5,40010,30002,Austin,2/15/2023 9:09:57,2/15/2023 9:13:57,,41.87157,-87.74889,269,2/15/2023 9:10:20,0,0
209,30077,Forest Park,5,40010,30002,Austin,2/15/2023 9:53:37,2/15/2023 9:57:37,,41.87157,-87.74889,269,2/15/2023 9:54:14,0,0
211,30077,Forest Park,5,40010,30002,Austin,2/15/2023 9:55:44,2/15/2023 9:59:44,,41.87157,-87.74889,269,2/15/2023 9:56:19,0,0
218,30077,Forest Park,5,40010,30002,Austin,2/15/2023 17:31:42,2/15/2023 17:35:42,,41.87157,-87.74889,269,2/15/2023 17:32:16,0,0
130,30077,Forest Park,5,40010,30002,Austin,2/15/2023 16:55:42,2/15/2023 16:59:42,,41.87157,-87.74889,269,2/15/2023 16:56:18,0,0
212,30077,Forest Park,5,40010,30002,Austin,2/16/2023 9:23:45,2/16/2023 9:28:45,,41.87157,-87.74889,269,2/16/2023 9:24:17,0,0
104,30077,Forest Park,5,40010,30002,Austin,2/16/2023 9:35:58,2/16/2023 9:40:58,,41.87157,-87.74889,269,2/16/2023 9:36:15,0,0
111,30077,Forest Park,5,40010,30002,Austin,2/16/2023 8:31:46,2/16/2023 8:36:46,,41.87157,-87.74889,269,2/16/2023 8:32:11,0,0
208,30077,Forest Park,5,40010,30002,Austin,2/16/2023 16:35:43,2/16/2023 16:40:43,,41.87157,-87.74889,269,2/16/2023 16:36:15,0,0
204,30077,Forest Park,5,40010,30002,Austin,2/15/2023 8:09:40,2/15/2023 8:12:40,,41.87149,-87.75595,269,2/15/2023 8:10:15,0,0
205,30077,Forest Park,5,40010,30002,Austin,2/16/2023 9:13:53,2/16/2023 9:17:53,,41.87149,-87.75595,269,2/16/2023 9:14:16,0,0
102,30077,Forest Park,5,40010,30002,Austin,2/16/2023 8:35:35,2/16/2023 8:38:35,,41.87149,-87.75595,269,2/16/2023 8:36:14,0,0
122,30077,Forest Park,5,40010,30002,Austin,2/15/2023 9:19:01,2/15/2023 9:24:01,,41.87161,-87.74515,270,2/15/2023 9:20:15,0,0
204,30077,Forest Park,5,40010,30002,Austin,2/15/2023 8:07:35,2/15/2023 8:12:35,,41.87161,-87.74515,270,2/15/2023 8:08:16,0,0
112,30077,Forest Park,5,40010,30002,Austin,2/15/2023 8:21:36,2/15/2023 8:26:36,,41.87161,-87.74515,270,2/15/2023 8:22:17,0,0
0120,0,Forest Park,5,40010,30002,Austin,2/15/2023 8:41:58,2/15/2023 8:46:58,,41.87161,-87.74515,270,2/15/2023 8:42:17,0,0
131,30077,Forest Park,5,40010,30002,Austin,2/15/2023 17:13:10,2/15/2023 17:18:10,,41.87161,-87.74515,270,2/15/2023 17:14:18,0,0
129,30077,Forest Park,5,40010,30002,Austin,2/15/2023 16:49:44,2/15/2023 16:54:44,,41.87161,-87.74515,270,2/15/2023 16:50:14,0,0
205,30077,Forest Park,5,40010,30002,Austin,2/16/2023 9:11:48,2/16/2023 9:17:48,,41.87161,-87.74515,270,2/16/2023 9:12:12,0,0
105,30077,Forest Park,5,40010,30002,Austin,2/16/2023 9:51:17,2/16/2023 9:57:17,,41.87161,-87.74515,270,2/16/2023 9:52:15,0,0
102,30077,Forest Park,5,40010,30002,Austin,2/16/2023 8:33:20,2/16/2023 8:39:20,,41.87161,-87.74515,270,2/16/2023 8:34:13,0,0
112,30077,Forest Park,5,40010,30002,Austin,2/16/2023 8:35:17,2/16/2023 8:41:17,,41.87161,-87.74515,270,2/16/2023 8:36:14,0,0
120,30077,Forest Park,5,40010,30002,Austin,2/16/2023 8:43:17,2/16/2023 8:49:17,,41.87161,-87.74515,270,2/16/2023 8:44:15,0,0
206,30077,Forest Park,5,40010,30002,Austin,2/16/2023 8:59:55,2/16/2023 9:05:55,,41.87161,-87.74515,270,2/16/2023 9:00:13,0,0
216,30077,Forest Park,5,40010,30002,Austin,2/16/2023 16:13:53,2/16/2023 16:19:53,,41.87161,-87.74515,270,2/16/2023 16:14:15,0,0
120,30077,Forest Park,5,40010,30002,Austin,2/16/2023 16:43:17,2/16/2023 16:49:17,,41.87161,-87.74515,270,2/16/2023 16:44:13,0,0
125,30077,Forest Park,5,40010,30002,Austin,2/16/2023 17:15:52,2/16/2023 17:21:52,,41.87161,-87.74515,270,2/16/2023 17:16:14,0,0
122,30077,Forest Park,5,40010,30002,Austin,2/15/2023 9:23:23,2/15/2023 9:25:23,,41.87079,-87.761,245,2/15/2023 9:24:15,0,0
201,30077,Forest Park,5,40010,30002,Austin,2/15/2023 9:31:48,2/15/2023 9:33:48,,41.87079,-87.761,245,2/15/2023 9:32:20,0,0
102,30077,Forest Park,5,40010,30002,Austin,2/15/2023 8:05:46,2/15/2023 8:07:46,,41.87079,-87.761,245,2/15/2023 8:06:15,0,0
111,30077,Forest Park,5,40010,30002,Austin,2/15/2023 8:21:50,2/15/2023 8:23:50,,41.87079,-87.761,245,2/15/2023 8:22:17,0,0
0120,0,Forest Park,5,40010,30002,Austin,2/15/2023 8:45:19,2/15/2023 8:47:19,,41.87079,-87.761,245,2/15/2023 8:46:18,0,0
114,30077,Forest Park,5,40010,30002,Austin,2/15/2023 8:49:34,2/15/2023 8:51:34,,41.87079,-87.761,245,2/15/2023 8:50:17,0,0
205,30077,Forest Park,5,40010,30002,Austin,2/15/2023 8:59:55,2/15/2023 9:01:55,,41.87079,-87.761,245,2/15/2023 9:00:17,0,0
131,30077,Forest Park,5,40010,30002,Austin,2/15/2023 17:17:35,2/15/2023 17:19:35,,41.87079,-87.761,245,2/15/2023 17:18:17,0,0
216,30077,Forest Park,5,40010,30002,Austin,2/15/2023 16:19:43,2/15/2023 16:21:43,,41.87079,-87.761,245,2/15/2023 16:20:18,0,0
120,30077,Forest Park,5,40010,30002,Austin,2/15/2023 16:35:57,2/15/2023 16:37:57,,41.87079,-87.761,245,2/15/2023 16:36:19,0,0
129,30077,Forest Park,5,40010,30002,Austin,2/15/2023 16:53:44,2/15/2023 16:55:44,,41.87079,-87.761,245,2/15/2023 16:54:17,0,0
130,30077,Forest Park,5,40010,30002,Austin,2/15/2023 16:57:09,2/15/2023 16:59:09,,41.87079,-87.761,245,2/15/2023 16:58:17,0,0
206,30077,Forest Park,5,40010,30002,Austin,2/16/2023 9:03:32,2/16/2023 9:05:32,,41.87079,-87.761,245,2/16/2023 9:04:13,0,0
114,30077,Forest Park,5,40010,30002,Austin,2/16/2023 8:55:38,2/16/2023 8:57:38,,41.87079,-87.761,245,2/16/2023 8:56:15,0,0
119,30077,Forest Park,5,40010,30002,Austin,2/16/2023 15:59:28,2/16/2023 16:01:28,,41.87079,-87.761,245,2/16/2023 16:00:19,0,0
216,30077,Forest Park,5,40010,30002,Austin,2/16/2023 16:17:18,2/16/2023 16:19:18,,41.87079,-87.761,245,2/16/2023 16:18:15,0,0
120,30077,Forest Park,5,40010,30002,Austin,2/16/2023 16:45:52,2/16/2023 16:47:52,,41.87079,-87.761,245,2/16/2023 16:46:17,0,0
125,30077,Forest Park,5,40010,30002,Austin,2/16/2023 17:19:33,2/16/2023 17:21:33,,41.87079,-87.761,245,2/16/2023 17:20:15,0,0
131,30077,Forest Park,5,40010,30002,Austin,2/16/2023 17:37:53,2/16/2023 17:39:53,,41.87079,-87.761,245,2/16/2023 17:38:14,0,0
0122,0,Forest Park,5,40010,30002,Austin,2/15/2023 9:25:50,2/15/2023 9:26:50,,41.87054,-87.77094,273,2/15/2023 9:26:18,1,0
201,30077,Forest Park,5,40010,30002,Austin,2/15/2023 9:33:55,2/15/2023 9:34:55,,41.87054,-87.77094,273,2/15/2023 9:34:16,1,0
102,30077,Forest Park,5,40010,30002,Austin,2/15/2023 8:07:52,2/15/2023 8:08:52,,41.87054,-87.77094,273,2/15/2023 8:08:16,1,0
204,30077,Forest Park,5,40010,30002,Austin,2/15/2023 8:13:17,2/15/2023 8:14:17,,41.87054,-87.77094,273,2/15/2023 8:14:16,1,0
111,30077,Forest Park,5,40010,30002,Austin,2/15/2023 8:23:47,2/15/2023 8:24:47,,41.87054,-87.77094,273,2/15/2023 8:24:17,1,0
0112,0,Forest Park,5,40010,30002,Austin,2/15/2023 8:27:06,2/15/2023 8:28:06,,41.87054,-87.77094,273,2/15/2023 8:28:16,1,0
114,30077,Forest Park,5,40010,30002,Austin,2/15/2023 8:51:57,2/15/2023 8:52:57,,41.87054,-87.77094,273,2/15/2023 8:52:21,1,0
131,30077,Forest Park,5,40010,30002,Austin,2/15/2023 17:19:43,2/15/2023 17:20:43,,41.87054,-87.77094,273,2/15/2023 17:20:18,1,0
216,30077,Forest Park,5,40010,30002,Austin,2/15/2023 16:21:48,2/15/2023 16:22:48,,41.87054,-87.77094,273,2/15/2023 16:22:18,1,0
129,30077,Forest Park,5,40010,30002,Austin,2/15/2023 16:55:49,2/15/2023 16:56:49,,41.87054,-87.77094,273,2/15/2023 16:56:18,1,0
130,30077,Forest Park,5,40010,30002,Austin,2/15/2023 16:59:59,2/15/2023 17:00:59,,41.87054,-87.77094,273,2/15/2023 17:00:17,1,0
206,30077,Forest Park,5,40010,30002,Austin,2/16/2023 9:05:38,2/16/2023 9:06:38,,41.87054,-87.77094,273,2/16/2023 9:06:14,1,0
205,30077,Forest Park,5,40010,30002,Austin,2/16/2023 9:17:15,2/16/2023 9:18:15,,41.87054,-87.77094,273,2/16/2023 9:18:17,1,0
102,30077,Forest Park,5,40010,30002,Austin,2/16/2023 8:39:11,2/16/2023 8:40:11,,41.87054,-87.77094,273,2/16/2023 8:40:12,1,0
0112,0,Forest Park,5,40010,30002,Austin,2/16/2023 8:41:12,2/16/2023 8:42:12,,41.87054,-87.77094,273,2/16/2023 8:42:11,1,0
114,30077,Forest Park,5,40010,30002,Austin,2/16/2023 8:57:58,2/16/2023 8:58:58,,41.87054,-87.77094,273,2/16/2023 8:58:14,1,0
119,30077,Forest Park,5,40010,30002,Austin,2/16/2023 16:01:33,2/16/2023 16:02:33,,41.87054,-87.77094,273,2/16/2023 16:02:16,1,0
216,30077,Forest Park,5,40010,30002,Austin,2/16/2023 16:19:24,2/16/2023 16:20:24,,41.87054,-87.77094,273,2/16/2023 16:20:19,1,0
125,30077,Forest Park,5,40010,30002,Austin,2/16/2023 17:21:37,2/16/2023 17:22:37,,41.87054,-87.77094,273,2/16/2023 17:22:16,1,0
122,30077,Forest Park,5,40010,30002,Austin,2/15/2023 9:21:45,2/15/2023 9:24:45,,41.8715,-87.75395,269,2/15/2023 9:22:19,0,0
201,30077,Forest Park,5,40010,30002,Austin,2/15/2023 9:29:49,2/15/2023 9:33:49,,41.8715,-87.75395,269,2/15/2023 9:30:18,0,0
102,30077,Forest Park,5,40010,30002,Austin,2/15/2023 8:03:43,2/15/2023 8:06:43,,41.8715,-87.75395,269,2/15/2023 8:04:18,0,0
114,30077,Forest Park,5,40010,30002,Austin,2/15/2023 8:47:49,2/15/2023 8:50:49,,41.8715,-87.75395,269,2/15/2023 8:48:18,0,0
205,30077,Forest Park,5,40010,30002,Austin,2/15/2023 8:57:54,2/15/2023 9:01:54,,41.8715,-87.75395,269,2/15/2023 8:58:17,0,0
131,30077,Forest Park,5,40010,30002,Austin,2/15/2023 17:15:56,2/15/2023 17:18:56,,41.8715,-87.75395,269,2/15/2023 17:16:17,0,0
213,30077,Forest Park,5,40010,30002,Austin,2/15/2023 17:41:52,2/15/2023 17:44:52,,41.8715,-87.75395,269,2/15/2023 17:42:19,0,0
216,30077,Forest Park,5,40010,30002,Austin,2/15/2023 16:17:44,2/15/2023 16:20:44,,41.8715,-87.75395,269,2/15/2023 16:18:16,0,0
120,30077,Forest Park,5,40010,30002,Austin,2/15/2023 16:33:54,2/15/2023 16:36:54,,41.8715,-87.75395,269,2/15/2023 16:34:16,0,0
129,30077,Forest Park,5,40010,30002,Austin,2/15/2023 16:51:41,2/15/2023 16:54:41,,41.8715,-87.75395,269,2/15/2023 16:52:18,0,0
206,30077,Forest Park,5,40010,30002,Austin,2/16/2023 9:01:56,2/16/2023 9:05:56,,41.8715,-87.75395,269,2/16/2023 9:02:13,0,0
114,30077,Forest Park,5,40010,30002,Austin,2/16/2023 8:53:51,2/16/2023 8:57:51,,41.8715,-87.75395,269,2/16/2023 8:54:16,0,0
216,30077,Forest Park,5,40010,30002,Austin,2/16/2023 16:15:42,2/16/2023 16:19:42,,41.8715,-87.75395,269,2/16/2023 16:16:15,0,0
125,30077,Forest Park,5,40010,30002,Austin,2/16/2023 17:17:57,2/16/2023 17:21:57,,41.8715,-87.75395,269,2/16/2023 17:18:15,0,0
131,30077,Forest Park,5,40010,30002,Austin,2/16/2023 17:35:46,2/16/2023 17:39:46,,41.8715,-87.75395,269,2/16/2023 17:36:17,0,0
0120,0,Forest Park,5,40010,30002,Austin,2/15/2023 8:47:59,2/15/2023 8:48:59,,41.87078,-87.77499,273,2/15/2023 8:48:18,1,0
105,30077,Forest Park,5,40010,30002,Austin,2/16/2023 9:57:42,2/16/2023 9:58:42,,41.87078,-87.77499,273,2/16/2023 9:58:15,1,0
120,30077,Forest Park,5,40010,30002,Austin,2/16/2023 16:49:45,2/16/2023 16:50:45,,41.87078,-87.77499,273,2/16/2023 16:50:19,1,0
205,30077,Forest Park,5,40010,30002,Austin,2/15/2023 9:01:31,2/15/2023 9:02:31,,41.87036,-87.76809,274,2/15/2023 9:02:18,1,0
218,30077,Forest Park,5,40010,30002,Austin,2/15/2023 17:35:48,2/15/2023 17:36:48,,41.87036,-87.76809,274,2/15/2023 17:36:16,1,0
213,30077,Forest Park,5,40010,30002,Austin,2/15/2023 17:45:29,2/15/2023 17:46:29,,41.87036,-87.76809,274,2/15/2023 17:46:16,1,0
120,30077,Forest Park,5,40010,30002,Austin,2/15/2023 16:37:35,2/15/2023 16:38:35,,41.87036,-87.76809,274,2/15/2023 16:38:17,1,0
119,30077,Forest Park,5,40010,30002,Austin,2/16/2023 8:17:52,2/16/2023 8:18:52,,41.87036,-87.76809,274,2/16/2023 8:18:14,1,0
131,30077,Forest Park,5,40010,30002,Austin,2/16/2023 17:39:32,2/16/2023 17:40:32,,41.87036,-87.76809,274,2/16/2023 17:40:14,1,0
104,30077,Forest Park,5,40010,30002,Austin,2/15/2023 9:11:42,2/15/2023 9:14:42,,41.87149,-87.75614,269,2/15/2023 9:12:18,0,0
209,30077,Forest Park,5,40010,30002,Austin,2/15/2023 9:55:31,2/15/2023 9:58:31,,41.87149,-87.75614,269,2/15/2023 9:56:19,0,0
211,30077,Forest Park,5,40010,30002,Austin,2/15/2023 9:57:36,2/15/2023 10:00:36,,41.87149,-87.75614,269,2/15/2023 9:58:17,0,0
0120,0,Forest Park,5,40010,30002,Austin,2/15/2023 8:43:58,2/15/2023 8:46:58,,41.87149,-87.75614,269,2/15/2023 8:44:18,0,0
218,30077,Forest Park,5,40010,30002,Austin,2/15/2023 17:33:27,2/15/2023 17:36:27,,41.87149,-87.75614,269,2/15/2023 17:34:18,0,0
213,30077,Forest Park,5,40010,30002,Austin,2/15/2023 17:43:11,2/15/2023 17:46:11,,41.87149,-87.75614,269,2/15/2023 17:44:18,0,0
212,30077,Forest Park,5,40010,30002,Austin,2/16/2023 9:25:40,2/16/2023 9:28:40,,41.87149,-87.75614,269,2/16/2023 9:26:16,0,0
104,30077,Forest Park,5,40010,30002,Austin,2/16/2023 9:37:41,2/16/2023 9:40:41,,41.87149,-87.75614,269,2/16/2023 9:38:18,0,0
105,30077,Forest Park,5,40010,30002,Austin,2/16/2023 9:53:56,2/16/2023 9:56:56,,41.87149,-87.75614,269,2/16/2023 9:54:17,0,0
119,30077,Forest Park,5,40010,30002,Austin,2/16/2023 8:15:22,2/16/2023 8:18:22,,41.87149,-87.75614,269,2/16/2023 8:16:16,0,0
111,30077,Forest Park,5,40010,30002,Austin,2/16/2023 8:33:20,2/16/2023 8:36:20,,41.87149,-87.75614,269,2/16/2023 8:34:13,0,0
0112,0,Forest Park,5,40010,30002,Austin,2/16/2023 8:37:38,2/16/2023 8:40:38,,41.87149,-87.75614,269,2/16/2023 8:38:15,0,0
120,30077,Forest Park,5,40010,30002,Austin,2/16/2023 8:45:46,2/16/2023 8:48:46,,41.87149,-87.75614,269,2/16/2023 8:46:13,0,0
208,30077,Forest Park,5,40010,30002,Austin,2/16/2023 16:37:35,2/16/2023 16:40:35,,41.87149,-87.75614,269,2/16/2023 16:38:17,0,0
111,30077,Forest Park,5,40010,30002,Austin,2/15/2023 8:19:50,2/15/2023 8:23:50,,41.87155,-87.75039,269,2/15/2023 8:20:19,0,0
119,30077,Forest Park,5,40010,30002,Austin,2/16/2023 8:13:52,2/16/2023 8:17:52,,41.87155,-87.75039,269,2/16/2023 8:14:14,0,0
104,30077,Forest Park,5,40010,30002,Austin,2/15/2023 9:13:14,2/15/2023 9:15:14,,41.87006,-87.76451,275,2/15/2023 9:14:19,0,0
209,30077,Forest Park,5,40010,30002,Austin,2/15/2023 9:57:09,2/15/2023 9:59:09,,41.87006,-87.76451,275,2/15/2023 9:58:17,0,0
204,30077,Forest Park,5,40010,30002,Austin,2/15/2023 8:11:49,2/15/2023 8:13:49,,41.87006,-87.76451,275,2/15/2023 8:12:18,0,0
0112,0,Forest Park,5,40010,30002,Austin,2/15/2023 8:25:41,2/15/2023 8:27:41,,41.87006,-87.76451,275,2/15/2023 8:26:18,0,0
